en,fr,it,de,es,ko,kana
Sword Critter,Critter Glaive,Critter Armabianca,Klingenkraft-Critter,Critter Tizona,도검포켓몬,とうけんポケモン
Sword Critter,Critter Glaive,Critter Armabianca,Klingenkraft-Critter,Critter Tizona,도검포켓몬,とうけんポケモン
Royal Sword Critter,Critter Noble Lame,Critter Spadareale,Königsklingen-Critter,Critter Espada Real,왕검포켓몬,おうけんポケモン
Perfume Critter,Critter Fragrance,Critter Profumo,Parfüm-Critter,Critter Aroma,향수포켓몬,こうすいポケモン
Fragrance Critter,Critter Parfum,Critter Fragranza,Duft-Critter,Critter Fragancia,방향포켓몬,ほうこうポケモン
Cotton Candy Critter,Critter Confiserie,Critter Zuccherino,Zuckerwatte-Critter,Critter Chuchería,솜사탕포켓몬,わたあめポケモン
Meringue Critter,Critter Mousseline,Critter Panna,Schlagsahne-Critter,Critter Nata,휩포켓몬,ホイップポケモン
Revolving Critter,Critter Rotation,Critter Volteggio,Rotations-Critter,Critter Rotación,회전포켓몬,かいてんポケモン
Overturning Critter,Critter Révolution,Critter Giravolta,Inversions-Critter,Critter Revolución,역전포켓몬,ぎゃくてんポケモン
Two-Handed Critter,Critter Bimane,Critter Bimano,Krallenduo-Critter,Critter Dos Manos,두손포켓몬,ふたてポケモン
Collective Critter,Critter Assemblage,Critter Aggregato,Ballungs-Critter,Critter Combinación,집합포켓몬,しゅうごうポケモン
Mock Kelp Critter,Critter Simulalgue,Critter Similalga,Tangmimikry-Critter,Critter Pseudoalga,풀모방포켓몬,クサモドキポケモン
Mock Kelp Critter,Critter Simulalgue,Critter Similalga,Tangmimikry-Critter,Critter Pseudoalga,풀모방포켓몬,クサモドキポケモン
Water Gun Critter,Critter Lance à Eau,Critter Zampillo,Aquapistolen-Critter,Critter Proyectagua,물대포포켓몬,みずでっぽうポケモン
Howitzer Critter,Critter Blaster,Critter Acqualancio,Aquawummen-Critter,Critter Lanzachorro,런처포켓몬,ランチャーポケモン
Generator Critter,Critter Générateur,Critter Generatore,Generatoren-Critter,Critter Generador,발전포켓몬,はつでんポケモン
Generator Critter,Critter Générateur,Critter Generatore,Generatoren-Critter,Critter Generador,발전포켓몬,はつでんポケモン
Royal Heir Critter,Critter Prince,Critter Principino,Kronprinz-Critter,Critter Heredero,유군포켓몬,ようくんポケモン
Despot Critter,Critter Tyran,Critter Tiranno,Tyrannen-Critter,Critter Tirano,폭군포켓몬,ぼうくんポケモン
Tundra Critter,Critter Toundra,Critter Tundra,Tundra-Critter,Critter Tundra,툰드라포켓몬,ツンドラポケモン
Tundra Critter,Critter Toundra,Critter Tundra,Tundra-Critter,Critter Tundra,툰드라포켓몬,ツンドラポケモン
Intertwining Critter,Critter Attachant,Critter Legame,Bindungs-Critter,Critter Vínculo,연결포켓몬,むすびつきポケモン
Wrestling Critter,Critter Catcheur,Critter Lottalibera,Wrestling-Critter,Critter Lucha Libre,레슬링포켓몬,レスリングポケモン
Antenna Critter,Critter Antenne,Critter Antenna,Antennen-Critter,Critter Antenas,안테나포켓몬,アンテナポケモン
Jewel Critter,Critter Joyau,Critter Gemma,Edelstein-Critter,Critter Joya,보석포켓몬,ほうせきポケモン
Soft Tissue Critter,Critter Mollusque,Critter Mollusco,Schneckedei-Critter,Critter Molusco,연체포켓몬,なんたいポケモン
Soft Tissue Critter,Critter Mollusque,Critter Mollusco,Schneckedei-Critter,Critter Molusco,연체포켓몬,なんたいポケモン
Dragon Critter,Critter Dragon,Critter Drago,Drachen-Critter,Critter Dragón,드래곤포켓몬,ドラゴンポケモン
Key Ring Critter,Critter Trousseau,Critter Portachiavi,Schlüssel-Critter,Critter Llavero,열쇠꾸러미포켓몬,かぎたばポケモン
Stump Critter,Critter Souche,Critter Ceppo,Baumstumpf-Critter,Critter Tocón,그루터기포켓몬,きりかぶポケモン
Elder Tree Critter,Critter Vieillarbre,Critter Alberantico,Urgehölz-Critter,Critter Árbol Viejo,고목포켓몬,ろうぼくポケモン
Pumpkin Critter,Critter Citrouille,Critter Zucca,Kürbis-Critter,Critter Calabaza,호박포켓몬,かぼちゃポケモン
Pumpkin Critter,Critter Citrouille,Critter Zucca,Kürbis-Critter,Critter Calabaza,호박포켓몬,かぼちゃポケモン
Ice Chunk Critter,Critter Glaçon,Critter Ghiacciolo,Eisklumpen-Critter,Critter Témpano,얼음덩이포켓몬,ひょうかいポケモン
Iceberg Critter,Critter Iceberg,Critter Iceberg,Eisberg-Critter,Critter Iceberg,빙산포켓몬,ひょうざんポケモン
Sound Wave Critter,Critter Ondes,Critter Ondasonora,Schallwellen-Critter,Critter Onda Sónica,음파포켓몬,おんぱポケモン
Sound Wave Critter,Critter Ondes,Critter Ondasonora,Schallwellen-Critter,Critter Onda Sónica,음파포켓몬,おんぱポケモン
Life Critter,Critter Existence,Critter Creazione,Lebens-Critter,Critter Creación,생명포켓몬,せいめいポケモン
Destruction Critter,Critter Annihilation,Critter Distruzione,Zerstörungs-Critter,Critter Destrucción,파괴포켓몬,はかいポケモン
Order Critter,Critter Équilibre,Critter Equilibrio,Ordnungs-Critter,Critter Equilibrio,질서포켓몬,ちつじょポケモン
Jewel Critter,Critter Joyau,Critter Gemma,Edelstein-Critter,Critter Joya,보석포켓몬,ほうせきポケモン
Mischief Critter,Critter Chenapan,Critter Birba,Schabernack,Critter Travesura,장난포켓몬,いたずらポケモン
Steam Critter,Critter Vapeur,Critter Vapore,Dampf-Critter,Critter Vapor,스팀포켓몬,スチームポケモン
Grass Quill Critter,Critter Plumefeuille,Critter Aliderba,Laubflügel-Critter,Critter Pluma Hoja,풀깃포켓몬,くさばねポケモン
Blade Quill Critter,Critter Plum’acérée,Critter Piumaffilata,Flügelklingen-Critter,Critter Pluma Filo,칼날깃포켓몬,はばねポケモン
Arrow Quill Critter,Critter Plumeflèche,Critter Alifreccia,Pfeilflügel-Critter,Critter Pluma Flecha,화살깃포켓몬,やばねポケモン
Fire Cat Critter,Critter Chat Feu,Critter Pirofelino,Feuerkatzen-Critter,Critter Gato Fuego,불고양이포켓몬,ひねこポケモン
Fire Cat Critter,Critter Chat Feu,Critter Pirofelino,Feuerkatzen-Critter,Critter Gato Fuego,불고양이포켓몬,ひねこポケモン
Heel Critter,Critter Vil Catcheur,Critter Colpibassi,Fieslings-Critter,Critter Rudo,힐포켓몬,ヒールポケモン
Sea Lion Critter,Critter Otarie,Critter Otaria,Seehund-Critter,Critter León Marino,강치포켓몬,あしかポケモン
Pop Star Critter,Critter Starlette,Critter Pop Star,Popsternchen-Critter,Critter Fama,아이돌포켓몬,アイドルポケモン
Soloist Critter,Critter Soliste,Critter Solista,Solisten-Critter,Critter Solista,솔리스트포켓몬,ソリストポケモン
Woodpecker Critter,Critter Pivert,Critter Picchio,Specht,Critter Carpintero,딱따구리포켓몬,きつつきポケモン
Bugle Beak Critter,Critter Bec Clairon,Critter Trombecco,Trompete,Critter Trompeta,나팔입포켓몬,ラッパぐちポケモン
Cannon Critter,Critter Canon,Critter Cannone,Kanone,Critter Cañón,대포포켓몬,おおづつポケモン
Loitering Critter,Critter Patrouille,Critter Pattuglia,Patrouille,Critter Patrulla,순회포켓몬,うろつきポケモン
Stakeout Critter,Critter Filature,Critter Sorveglianza,Beschattung,Critter Vigilante,잠복포켓몬,はりこみポケモン
Larva Critter,Critter Larve,Critter Coleolarva,Larven-Critter,Critter Pupa,유충포켓몬,ようちゅうポケモン
Battery Critter,Critter Batterie,Critter Batteria,Batterie-Critter,Critter Batería,배터리포켓몬,バッテリーポケモン
Stag Beetle Critter,Critter Scarabée,Critter Cervolante,Kneifkäfer-Critter,Critter Escarabajo,뿔집게포켓몬,くわがたポケモン
Boxing Critter,Critter Boxeur,Critter Pugile,Boxkampf,Critter Púgil,권투포켓몬,けんとうポケモン
Woolly Crab Critter,Critter Crabe Velu,Critter Peligranchio,Fellkrabbe,Critter Cangrejopelo,털게포켓몬,けがにポケモン
Dancing Critter,Critter Danse,Critter Danza,Tanz,Critter Danza,댄스포켓몬,ダンスポケモン
Bee Fly Critter,Critter Bombyle,Critter Bombilide,Hummelfliegen-Critter,Critter Mosca Abeja,재니등에포켓몬,ツリアブポケモン
Bee Fly Critter,Critter Bombyle,Critter Bombilide,Hummelfliegen-Critter,Critter Mosca Abeja,재니등에포켓몬,ツリアブポケモン
Puppy Critter,Critter Chiot,Critter Cagnolino,Welpen-Critter,Critter Perrito,강아지포켓몬,こいぬポケモン
Wolf Critter,Critter Loup,Critter Lupo,Wolfs-Critter,Critter Lobo,늑대포켓몬,オオカミポケモン
Small Fry Critter,Critter Minipoisson,Critter Pesciolino,Kleinfisch-Critter,Critter Pececillo,잔물고기포켓몬,こざかなポケモン
Brutal Star Critter,Critter Cruel,Critter Stellatroce,Quäl-Stern-Critter,Critter Estrellatroz,깨비사리포켓몬,ヒトデナシポケモン
Brutal Star Critter,Critter Cruel,Critter Stellatroce,Quäl-Stern-Critter,Critter Estrellatroz,깨비사리포켓몬,ヒトデナシポケモン
Donkey Critter,Critter Âne,Critter Ciuconiglio,Packesel-Critter,Critter Asno,당나귀포켓몬,うさぎうまポケモン
Draft Horse Critter,Critter Cheval Trait,Critter Fortequino,Zugpferd-Critter,Critter Caballo Tiro,만마포켓몬,ばんばポケモン
Water Bubble Critter,Critter Aquabulle,Critter Bolladacqua,Wasserblasen-Critter,Critter Pompa,수포포켓몬,すいほうポケモン
Water Bubble Critter,Critter Aquabulle,Critter Bolladacqua,Wasserblasen-Critter,Critter Pompa,수포포켓몬,すいほうポケモン
Sickle Grass Critter,Critter Fauch’Herbe,Critter Mantiderba,Grassichel-Critter,Critter Filo Hoja,풀사마귀포켓몬,かまくさポケモン
Bloom Sickle Critter,Critter Fauch’Fleur,Critter Mantifiore,Blumensichel-Critter,Critter Filo Flor,꽃사마귀포켓몬,はなかまポケモン
Illuminating Critter,Critter Luminescent,Critter Luminescenza,Lumineszenz-Critter,Critter Luminiscente,발광포켓몬,はっこうポケモン
Illuminating Critter,Critter Luminescent,Critter Luminescenza,Lumineszenz-Critter,Critter Luminiscente,발광포켓몬,はっこうポケモン
Toxic Lizard Critter,Critter Toxilézard,Critter Lucertossina,Giftechsen-Critter,Critter Lagartoxina,독도마뱀포켓몬,どくトカゲポケモン
Toxic Lizard Critter,Critter Toxilézard,Critter Lucertossina,Giftechsen-Critter,Critter Lagartoxina,독도마뱀포켓몬,どくトカゲポケモン
Flailing Critter,Critter Gigoteur,Critter Bizzoso,Wildfang-Critter,Critter Rabieta,바둥바둥포켓몬,じたばたポケモン
Strong Arm Critter,Critter Biscoteaux,Critter Fortebraccio,Kraftarme-Critter,Critter Brazo Fuerte,강한완력포켓몬,ごうわんポケモン
Fruit Critter,Critter Fruit,Critter Frutto,Obst-Critter,Critter Fruto,후르츠포켓몬,フルーツポケモン
Fruit Critter,Critter Fruit,Critter Frutto,Obst-Critter,Critter Fruto,후르츠포켓몬,フルーツポケモン
Fruit Critter,Critter Fruit,Critter Frutto,Obst-Critter,Critter Fruto,후르츠포켓몬,フルーツポケモン
Posy Picker Critter,Critter Tressefleur,Critter Ghirlanda,Blumenkranz-Critter,Critter Recogeflores,꽃따기포켓몬,はなつみポケモン
Sage Critter,Critter Grand Sage,Critter Saggio,Weisheits-Critter,Critter Sabio,현자포켓몬,けんじゃポケモン
Teamwork Critter,Critter Coopération,Critter Giocosquadra,Teamwork-Critter,Critter Cooperación,연계포켓몬,れんけいポケモン
Turn Tail Critter,Critter Cavaleur,Critter Lestopode,Laufschritt-Critter,Critter Huidizo,주행포켓몬,そうこうポケモン
Hard Scale Critter,Critter Blindé,Critter Blindato,Rüstungs-Critter,Critter Blindaje,장갑포켓몬,そうこうポケモン
Sand Heap Critter,Critter Pâtéd’Sable,Critter Montesabbia,Sandhaufen-Critter,Critter Montearena,모래산포켓몬,すなやまポケモン
Sand Castle Critter,Critter Châtod’Sable,Critter Castelsabbia,Sandschloss-Critter,Critter Castiarena,모래성포켓몬,すなのしろポケモン
Sea Cucumber Critter,Critter Holothurie,Critter Oloturia,Seegurken-Critter,Critter Pepino Mar,해삼포켓몬,なまこポケモン
Synthetic Critter,Critter Multigénome,Critter Multigene,Modifikations-Critter,Critter Multigénico,인공포켓몬,じんこうポケモン
Synthetic Critter,Critter Multigénome,Critter Multigene,Modifikations-Critter,Critter Multigénico,인공포켓몬,じんこうポケモン
Meteor Critter,Critter Météore,Critter Meteora,Meteor,Critter Meteoro,유성포켓몬,ながれぼしポケモン
Drowsing Critter,Critter Rêveur,Critter Dormiveglia,Halbschlaf,Critter Duermevela,꿈결포켓몬,ゆめうつつポケモン
Blast Turtle Critter,Critter Tortue Boum,Critter Tartabomba,Knallkröten-Critter,Critter Tortugabomba,폭발거북포켓몬,ばくはつがめポケモン
Roly-Poly Critter,Critter Roulenboule,Critter Ricciopalla,Einigler-Critter,Critter Bolita,동글동글포켓몬,まるまりポケモン
Disguise Critter,Critter Fantômasque,Critter Fantasmanto,Kostümspuk-Critter,Critter Disfraz,탈포켓몬,ばけのかわポケモン
Gnash Teeth Critter,Critter Grincedent,Critter Sfregadenti,Knirschzahn,Critter Rechinante,이갈기포켓몬,はぎしりポケモン
Placid Critter,Critter Nonchalant,Critter Tuttacalma,Gelassenheits-Critter,Critter Sosiego,느긋누긋포켓몬,ゆうゆうポケモン
Sea Creeper Critter,Critter Varech,Critter Brandellalga,Seetang-Critter,Critter Alga Ancla,해초조각포켓몬,もくずポケモン
Scaly Critter,Critter Écailles,Critter Squama,Schuppentier-Critter,Critter Escamas,비늘포켓몬,うろこポケモン
Scaly Critter,Critter Écailles,Critter Squama,Schuppentier-Critter,Critter Escamas,비늘포켓몬,うろこポケモン
Scaly Critter,Critter Écailles,Critter Squama,Schuppentier-Critter,Critter Escamas,비늘포켓몬,うろこポケモン
Land Spirit Critter,Critter Tutélaire,Critter Nume Locale,Schutzpatron-Critter,Critter Dios Nativo,토속신포켓몬,とちがみポケモン
Land Spirit Critter,Critter Tutélaire,Critter Nume Locale,Schutzpatron-Critter,Critter Dios Nativo,토속신포켓몬,とちがみポケモン
Land Spirit Critter,Critter Tutélaire,Critter Nume Locale,Schutzpatron-Critter,Critter Dios Nativo,토속신포켓몬,とちがみポケモン
Land Spirit Critter,Critter Tutélaire,Critter Nume Locale,Schutzpatron-Critter,Critter Dios Nativo,토속신포켓몬,とちがみポケモン
Nebula Critter,Critter Nébuleuse,Critter Nebulosa,Nebula-Critter,Critter Nebulosa,성운포켓몬,せいうんポケモン
Protostar Critter,Critter Proto-Étoile,Critter Protostella,Urgestirns-Critter,Critter Protostrella,원시성포켓몬,げんしせいポケモン
Sunne Critter,Critter Halo Solaire,Critter Solare,Sonnenkreis-Critter,Critter Corona Solar,일륜포켓몬,にちりんポケモン
Moone Critter,Critter Halo Lunaire,Critter Lunare,Mondscheiben-Critter,Critter Corona Lunar,월륜포켓몬,がちりんポケモン
Parasite Critter,Critter Parasite,Critter Parassita,Parasiten-Critter,Critter Parásito,기생포켓몬,きせいポケモン
Swollen Critter,Critter Enflé,Critter Gonfiacorpo,Ausdehnungs-Critter,Critter Hinchado,팽창포켓몬,ぼうちょうポケモン
Lissome Critter,Critter Gracile,Critter Leggiadria,Eleganz-Critter,Critter Elegancia,염미포켓몬,えんびポケモン
Glowing Critter,Critter Luminaire,Critter Luminaria,Illuminations-Critter,Critter Luminaria,전기장식포켓몬,でんしょくポケモン
Launch Critter,Critter Décollage,Critter Decollo,Raketenstart-Critter,Critter Lanzamiento,쏴올리기포켓몬,うちあげポケモン
Drawn Sword Critter,Critter Battô,Critter Spadatratta,Schwertkunst-Critter,Critter Desenvaine,발도포켓몬,ばっとうポケモン
Junkivore Critter,Critter Bizarrovore,Critter Divoratutto,Gaumenfolter-Critter,Critter Tragaldabas,악식성포켓몬,あくじきポケモン
Prism Critter,Critter Prisme,Critter Prisma,Prisma-Critter,Critter Prisma,프리즘포켓몬,プリズムポケモン
Artificial Critter,Critter Artificiel,Critter Artificiale,Fabrikats-Critter,Critter Artificial,인조포켓몬,じんぞうポケモン
Gloomdweller Critter,Critter Ombrefuge,Critter Vivinombra,Dunkelwesen-Critter,Critter Morasombra,그림자살이포켓몬,かげすみポケモン
Poison Pin Critter,Critter Vénépic,Critter Velenago,Giftdorn-Critter,Critter Pin Veneno,독침포켓몬,どくばりポケモン
Poison Pin Critter,Critter Vénépic,Critter Velenago,Giftdorn-Critter,Critter Pin Veneno,독침포켓몬,どくばりポケモン
Rampart Critter,Critter Muraille,Critter Bastione,Steinmauer-Critter,Critter Muro,돌담포켓몬,いしがきポケモン
Fireworks Critter,Critter Artificier,Critter Pirotecnico,Feuerwerks-Critter,Critter Pirotecnia,불꽃놀이포켓몬,はなびポケモン
Thunderclap Critter,Critter Vif Éclair,Critter Fulmirapido,Blitzsturm-Critter,Critter Fulgor,신뢰포켓몬,じんらいポケモン
